"symbol","name","industry","subsector","group","latest","start","latestDate","startDate","diffToMin","diffToMax","diff","min","minDate","median","average","max","maxDate","low","numberOfDates"
"TDM","Công ty Cổ phần Nước Thủ Dầu Một","Tiện ích Cộng đồng","Nước","HOSE",28,26.1,"2021-02-25","2021-01-27",28,0.3,28.3,0,"2021-02-15",26.4,23.82,28.3,"2021-02-19",false,19
"TDN","Công ty Cổ phần Than Đèo Nai - Vinacomin","Nguyên vật liệu","Khai thác Than","HNX",7.7,7.7,"2021-02-25","2021-01-27",0.7,0,0.7,7,"2021-01-28",7.3,7.39,7.7,"2021-01-27",false,19
"TDP","Công ty Cổ phần Thuận Đức","Công nghiệp","Containers & Đóng gói","HOSE",25.2,25.3,"2021-02-25","2021-01-27",25.2,2,27.2,0,"2021-02-15",25.3,22.79,27.2,"2021-02-19",false,19
"TDT","Công ty Cổ phần Đầu tư và Phát triển TDT","Hàng Tiêu dùng","Hàng May mặc","HNX",13.6,11.4,"2021-02-25","2021-01-27",4.3,0,4.3,9.3,"2021-01-29",10.8,10.87,13.6,"2021-02-25",false,19
"TDW","Công ty Cổ phần Cấp nước Thủ Đức","Tiện ích Cộng đồng","Nước","HOSE",34.2,28,"2021-02-18","2021-01-28",6.2,0,6.2,28,"2021-01-28",30,30.85,34.2,"2021-02-18",false,7
"TEG","Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành","Tài chính","Bất động sản","HOSE",8.55,6.75,"2021-02-25","2021-01-27",8.55,0,8.55,0,"2021-02-15",7.8,6.89,8.55,"2021-02-25",false,19
"TFC","Công ty Cổ phần Trang","Hàng Tiêu dùng","Thực phẩm","HNX",6.1,7.2,"2021-02-25","2021-01-28",0.1,1.1,1.2,6,"2021-02-19",6.3,6.36,7.2,"2021-01-28",true,15
"TGG","Công ty Cổ phần Đầu tư và Xây dựng Trường Giang","Công nghiệp","Xây dựng","HOSE",1.87,2.28,"2021-02-25","2021-01-27",1.87,0.41,2.28,0,"2021-02-15",1.92,1.76,2.28,"2021-01-27",false,19
"THB","Công ty Cổ phần Bia Hà Nội - Thanh Hóa","Hàng Tiêu dùng","Sản xuất bia ","HNX",9.4,9,"2021-02-25","2021-01-27",1,0.1,1.1,8.4,"2021-01-28",9.35,9.2,9.5,"2021-02-04",false,14
"THD","Công ty Cổ phần Thaiholdings","Tài chính","Bất động sản","HNX",196,159,"2021-02-25","2021-01-27",51,0,51,145,"2021-01-28",165.5,167.64,196,"2021-02-25",false,19
"THG","Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang","Công nghiệp","Xây dựng","HOSE",70.4,67.1,"2021-02-25","2021-01-27",70.4,0,70.4,0,"2021-02-15",62.9,57.99,70.4,"2021-02-25",false,19
"THI","Công ty Cổ phần Thiết bị điện","Công nghiệp","Thiết bị điện","HOSE",28.1,27.3,"2021-02-25","2021-01-27",28.1,0,28.1,0,"2021-02-15",27.3,24.01,28.1,"2021-02-25",false,16
"THT","Công ty Cổ phần Than Hà Tu - Vinacomin","Nguyên vật liệu","Khai thác Than","HNX",7.9,8,"2021-02-25","2021-01-27",0.7,0.1,0.8,7.2,"2021-01-28",7.6,7.63,8,"2021-01-27",false,19
"TIG","Công ty Cổ phần Tập đoàn Đầu tư Thăng Long","Tài chính","Bất động sản","HNX",8.2,7.7,"2021-02-25","2021-01-27",1.7,0.2,1.9,6.5,"2021-02-01",7.4,7.37,8.4,"2021-02-24",false,19
"TIP","Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa","Tài chính","Bất động sản","HOSE",48,54,"2021-02-25","2021-01-27",48,6,54,0,"2021-02-15",49.45,44.37,54,"2021-01-27",false,19
"TJC","Công ty Cổ phần Dịch vụ Vận tải và Thương mại","Công nghiệp","Dịch vụ vận tải","HNX",10.7,10.5,"2021-02-24","2021-01-27",0.2,1,1.2,10.5,"2021-01-27",10.8,10.95,11.7,"2021-02-18",true,13
"TKC","Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ","Công nghiệp","Xây dựng","HNX",6.8,7.1,"2021-02-25","2021-01-27",0.1,0.7,0.8,6.7,"2021-02-02",7.05,7.11,7.5,"2021-02-09",true,16
"TKU","Công ty Cổ phần Công nghiệp Tung Kuang","Nguyên vật liệu","Nhôm","HNX",12.3,12.6,"2021-02-24","2021-01-28",0,3.2,3.2,12.3,"2021-02-24",14.75,14.32,15.5,"2021-02-05",true,10
"TLD","Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long","Tài chính","Bất động sản","HOSE",5.82,6.03,"2021-02-25","2021-01-27",5.82,0.21,6.03,0,"2021-02-15",5.61,5.06,6.03,"2021-01-27",false,19
"TLG","Công ty Cổ phần Tập đoàn Thiên Long","Hàng Tiêu dùng","Đồ gia dụng một lần","HOSE",38.7,40.1,"2021-02-25","2021-01-27",38.7,2.3,41,0,"2021-02-15",39.25,35.12,41,"2021-02-09",false,19
"TLH","Công ty Cổ phần Tập đoàn Thép Tiến Lên","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",7.91,7.7,"2021-02-25","2021-01-27",7.91,0,7.91,0,"2021-02-15",7.17,6.41,7.91,"2021-02-25",false,19
"TMB","Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin","Nguyên vật liệu","Khai thác Than","HNX",14.4,17.5,"2021-02-25","2021-01-29",0,3.1,3.1,14.4,"2021-02-25",15.5,15.7,17.5,"2021-01-29",true,11
"TMC","Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HNX",11.3,13.5,"2021-02-25","2021-02-04",1.1,2.2,3.3,10.2,"2021-02-22",11.85,12.14,13.5,"2021-02-04",true,10
"TMP","Công ty Cổ phần Thủy điện Thác Mơ","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",42,40,"2021-02-25","2021-01-27",42,0.05,42.05,0,"2021-02-15",40,35.89,42.05,"2021-02-24",false,18
"TMS","Công ty Cổ phần Transimex","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HOSE",38.25,37,"2021-02-25","2021-01-27",38.25,2.25,40.5,0,"2021-02-15",38.25,33.8,40.5,"2021-02-05",false,19
"TMT","Công ty Cổ phần Ô tô TMT","Hàng Tiêu dùng","Sản xuất ô tô","HOSE",6.1,5.76,"2021-02-25","2021-01-27",6.1,0,6.1,0,"2021-02-15",5.4,4.95,6.1,"2021-02-25",false,19
"TMX","Công ty Cổ phần VICEM Thương mại Xi măng","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",17.5,17.6,"2021-02-08","2021-01-27",0,0.1,0.1,17.5,"2021-02-08",17.55,17.55,17.6,"2021-01-27",true,2
"TN1","Công ty Cổ phần Thương mại Dịch vụ TNS Holdings","Tài chính","Bất động sản","HOSE",67,68,"2021-02-25","2021-01-27",67,1,68,0,"2021-02-15",65.5,58.48,68,"2021-01-27",false,19
"TNA","Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam","Hàng Tiêu dùng","Thực phẩm","HOSE",12.3,14,"2021-02-25","2021-01-27",12.3,1.7,14,0,"2021-02-15",12.35,11.2,14,"2021-01-27",false,19
"TNC","Công ty Cổ phần Cao su Thống Nhất","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",29.25,28.9,"2021-02-18","2021-01-27",29.25,0.55,29.8,0,"2021-02-15",28.9,17.59,29.8,"2021-02-09",false,5
"TNG","Công ty Cổ phần Đầu tư và Thương mại TNG","Hàng Tiêu dùng","Hàng May mặc","HNX30",21.7,22.5,"2021-02-25","2021-01-27",4.2,0.8,5,17.5,"2021-02-01",21.1,20.71,22.5,"2021-01-27",false,19
"TNH","Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên","Dược phẩm và Y tế","Chăm sóc y tế","HOSE",30,27.2,"2021-02-25","2021-01-27",30,0.9,30.9,0,"2021-02-15",27,24.43,30.9,"2021-02-24",false,19
"TNI","Công ty Cổ phần Tập đoàn Thành Nam","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",3.34,3.4,"2021-02-25","2021-01-27",3.34,0.06,3.4,0,"2021-02-15",3.2,2.9,3.4,"2021-01-27",false,19
"TNT","Công ty Cổ phần Tài Nguyên","Nguyên vật liệu","Khai khoáng ","HOSE",3.2,3.27,"2021-02-25","2021-01-27",3.2,0.09,3.29,0,"2021-02-15",3.05,2.8,3.29,"2021-02-18",false,19
"TPB","Ngân hàng Thương mại Cổ phần Tiên Phong","Ngân hàng","Ngân hàng","HOSE",27.35,25.1,"2021-02-25","2021-01-27",27.35,0.6,27.95,0,"2021-02-15",26.7,23.68,27.95,"2021-02-23",false,19
"TPC","Công ty Cổ phần Nhựa Tân Đại Hưng","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",10.25,9.87,"2021-02-25","2021-01-27",10.25,0.75,11,0,"2021-02-15",10.97,8.78,11,"2021-02-17",false,16
"TPH","Công ty Cổ phần In Sách giáo khoa tại TP.Hà Nội","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",10.9,10.8,"2021-02-24","2021-02-04",0.1,0,0.1,10.8,"2021-02-04",10.85,10.85,10.9,"2021-02-24",false,2
"TPP","Công ty Cổ phần Nhựa Tân Phú","Công nghiệp","Containers & Đóng gói","HNX",10.5,10.5,"2021-02-02","2021-02-02",0,0,0,10.5,"2021-02-02",10.5,10.5,10.5,"2021-02-02",false,1
"TRA","Công ty Cổ phần Traphaco","Dược phẩm và Y tế","Dược phẩm","HOSE",67,64,"2021-02-25","2021-01-27",67,0.5,67.5,0,"2021-02-15",65.5,58.38,67.5,"2021-02-23",false,19
"TRC","Công ty Cổ phần Cao su Tây Ninh","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",39.95,38,"2021-02-25","2021-01-27",39.95,0,39.95,0,"2021-02-15",37,33.54,39.95,"2021-02-24",false,19
"TS4","Công ty Cổ phần Thủy sản số 4","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HOSE",3.99,3.99,"2021-02-25","2021-01-27",3.99,0.2,4.19,0,"2021-02-15",4,3.61,4.19,"2021-02-04",false,19
"TSB","Công ty Cổ phần Ắc quy Tia Sáng","Công nghiệp","Hàng điện & điện tử","HNX",9.6,9.6,"2021-02-22","2021-02-22",0,0,0,9.6,"2021-02-22",9.6,9.6,9.6,"2021-02-22",false,1
"TSC","Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HOSE",3.56,3.73,"2021-02-25","2021-01-27",3.56,0.29,3.85,0,"2021-02-15",3.6,3.22,3.85,"2021-02-17",false,19
"TST","Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông","Công nghệ Thông tin","Dịch vụ Máy tính","HNX",9.9,12,"2021-02-22","2021-01-27",0,2.1,2.1,9.9,"2021-02-09",12,10.77,12,"2021-01-27",true,9
"TTA","Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành","Công nghiệp","Xây dựng","HOSE",15.1,15.1,"2021-02-25","2021-01-27",15.1,0.25,15.35,0,"2021-02-15",15.1,13.45,15.35,"2021-02-03",false,19
"TTB","Công ty Cổ phần Tập đoàn Tiến Bộ","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",6.48,6.33,"2021-02-25","2021-01-27",6.48,0.35,6.83,0,"2021-02-15",6.33,5.57,6.83,"2021-02-08",false,19
"TTC","Công ty Cổ phần Gạch men Thanh Thanh","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",13.9,14,"2021-02-25","2021-01-27",0.9,0.2,1.1,13,"2021-02-22",14,13.86,14.1,"2021-02-24",false,7
"TTE","Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",10.1,9.55,"2021-02-24","2021-01-28",10.1,0.05,10.15,0,"2021-02-15",10.13,7.73,10.15,"2021-02-09",false,10
"TTF","Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành","Nguyên vật liệu","Lâm sản và Chế biến gỗ","HOSE",5.09,5.19,"2021-02-25","2021-01-27",5.09,0.1,5.19,0,"2021-02-15",4.94,4.39,5.19,"2021-01-27",false,19
"TTH","Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành","Dịch vụ Tiêu dùng","Bán lẻ hàng may mặc","HNX",2.2,2.3,"2021-02-25","2021-01-27",0.2,0.1,0.3,2,"2021-02-02",2.1,2.12,2.3,"2021-01-27",false,19
"TTL","Tổng Công ty Thăng Long - Công ty Cổ phần","Công nghiệp","Xây dựng","HNX",8,8,"2021-02-25","2021-01-27",0.7,0.5,1.2,7.3,"2021-01-28",7.9,7.77,8.5,"2021-02-22",false,14
"TTT","Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh","Dịch vụ Tiêu dùng","Vận tải hành khách & Du lịch","HNX",36,36,"2021-02-24","2021-01-27",3,0.5,3.5,33,"2021-01-29",36,35.2,36.5,"2021-02-19",false,14
"TTZ","Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",2.9,3,"2021-02-25","2021-01-27",0.2,0.1,0.3,2.7,"2021-01-28",2.8,2.82,3,"2021-01-27",false,19
"TV2","Công ty Cổ phần Tư vấn Xây dựng Điện 2","Công nghiệp","Tư vấn & Hỗ trợ KD","HOSE",53.4,52,"2021-02-25","2021-01-27",53.4,2.4,55.8,0,"2021-02-15",51.9,46.76,55.8,"2021-02-17",false,19
"TV3","Công ty Cổ phần Tư vấn Xây dựng Điện 3","Công nghiệp","Xây dựng","HNX",23.7,22.1,"2021-02-23","2021-01-28",1.8,3.7,5.5,21.9,"2021-01-29",24,24.26,27.4,"2021-02-19",true,9
"TV4","Công ty Cổ phần Tư vấn Xây dựng Điện 4","Công nghiệp","Tư vấn & Hỗ trợ KD","HNX",14.5,14,"2021-02-24","2021-01-27",0.9,0.3,1.2,13.6,"2021-01-28",14.6,14.44,14.8,"2021-02-17",false,17
"TVB","Công ty Cổ phần Chứng khoán Trí Việt","Tài chính","Môi giới chứng khoán","HOSE",11.85,12.2,"2021-02-25","2021-01-27",11.85,0.35,12.2,0,"2021-02-15",11.7,10.36,12.2,"2021-01-27",false,19
"TVC","Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt","Tài chính","Tài chính đặc biệt","HNX30",11.3,11.4,"2021-02-25","2021-01-27",1.1,0.2,1.3,10.2,"2021-02-01",11.1,10.96,11.5,"2021-02-23",false,19
"TVD","Công ty Cổ phần Than Vàng Danh - Vinacomin","Nguyên vật liệu","Khai thác Than","HNX",7.6,7.4,"2021-02-25","2021-01-27",0.8,0,0.8,6.8,"2021-01-28",7.3,7.27,7.6,"2021-02-25",false,19
"TVS","Công ty Cổ phần Chứng khoán Thiên Việt","Tài chính","Môi giới chứng khoán","HOSE",19.4,17.4,"2021-02-25","2021-01-27",19.4,0,19.4,0,"2021-02-15",17.85,16.04,19.4,"2021-02-25",false,19
"TVT","Tổng Công ty Việt Thắng - CTCP","Hàng Tiêu dùng","Hàng May mặc","HOSE",25.1,26.5,"2021-02-25","2021-01-27",25.1,1.4,26.5,0,"2021-02-15",24.45,21.85,26.5,"2021-01-27",false,19
"TXM","Công ty Cổ phần VICEM Thạch cao Xi Măng","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",4.7,5.3,"2021-02-25","2021-01-27",0,0.6,0.6,4.7,"2021-02-19",5,4.96,5.3,"2021-01-27",true,19
"TYA","Công ty Cổ phần Dây và Cáp điện Taya Việt Nam","Công nghiệp","Hàng điện & điện tử","HOSE",15.95,15.9,"2021-02-25","2021-01-27",15.95,0,15.95,0,"2021-02-15",15.5,13.91,15.95,"2021-02-25",false,19
"UDC","Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu","Công nghiệp","Xây dựng","HOSE",6.5,7.5,"2021-02-25","2021-01-27",6.5,1,7.5,0,"2021-02-15",6.5,5.92,7.5,"2021-01-27",false,19
"UIC","Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO","Công nghiệp","Xây dựng","HOSE",47,46,"2021-02-25","2021-01-27",47,0.65,47.65,0,"2021-02-15",46.4,41.52,47.65,"2021-02-17",false,19
